timestamp_EST,n_users,url_domain,url,description
2021-01-07 00:00:36,4,washingtontimes.com,https://www.washingtontimes.com/news/2021/jan/6/xrvision-firm-claims-antifa-infiltrated-protesters/,washingtontimes.com Facial recognition firm claims antifa infiltrated Trump protesters who stormed Capitol Trump supporters say that antifa members disguised as one of them infiltrated the protesters who stormed the U.S. Capitol on Wednesday.
2021-01-07 00:04:15,4,dailywire.com,https://www.dailywire.com/news/loeffler-changes-certification-stance-after-capitol-building-swarmed,"dailywire.com Loeffler Changes Certification Stance After Capitol Building Swarmed: I Cannot Now, In Good Conscience, Object Senator Kelly Loeffler (R-GA) walked back her support for contesting the Electoral College certification in the Senate on Wednesday evening."
2021-01-05 01:32:33,3,nbcnews.com,https://www.nbcnews.com/news/us-news/proud-boys-leader-arrested-after-allegedly-destroying-d-c-church-n1252789,"nbcnews.com Proud Boys leader arrested, accused of destroying D.C. church's Black Lives Matter sign Enrique Tarrio was arrested as the group was sued in the destruction of a Black Lives Matter sign at another D.C. church during pro-Trump protests."
2021-01-07 02:04:15,3,dailywire.com,https://www.dailywire.com/news/infamy-chuck-schumer-compares-capitol-chaos-to-pearl-harbor,dailywire.com Infamy: Chuck Schumer Compares Capitol Chaos To Pearl Harbor
2021-01-07 03:00:40,3,foxnews.com,https://www.foxnews.com/politics/live-updates-pence-has-power-to-block-certification-trump-says,
2021-01-07 04:07:35,3,dailywire.com,https://www.dailywire.com/news/biden-condemns-insurrection-calls-on-trump-to-make-address-and-end-this-siege,"dailywire.com Biden Condemns Insurrection, Calls On Trump To Make Televised Address And End This Siege Democratic presidential candidate Joe Biden condemned violence and rioting after a pro-Trump crowd stormed the Capitol on Wednesday."
2021-01-08 19:58:00,3,dailywire.com,https://www.dailywire.com/news/former-ag-barr-trump-betrayed-his-office-and-supporters-orchestrated-a-mob-over-election-loss,"dailywire.com Former AG Barr: Trump Betrayed His Office And Supporters, Orchestrated A Mob Over Election Loss Former Attorney General William Barr accused President Trump of orchestrating a mob to stop Congress from certifying President-elect Joe Bidens 2020"
2021-01-05 14:01:09,2,usatoday.com,https://www.usatoday.com/story/news/nation/2021/01/04/january-6-dc-protests-against-election-certification-could-violent/4132441001/,"usatoday.com Nation's capital braces for violence as extremist groups converge to protest Trump's election loss The Washington Metropolitan Police Department has stepped up precautions, including erecting signs stating that open carry of guns is illegal."
2021-01-05 14:21:46,2,foxnews.com,https://www.foxnews.com/us/rep-lauren-boebert-bringing-her-gun-congress-in-viral-new-ad,
2021-01-07 00:02:44,2,leadstories.com,https://leadstories.com/hoax-alert/2021/01/fact-check-man-wearing-horns-with-a-tattoo-storming-the-capitol-is-not-antifa-pedophile-he-is-a-qanon-trump-supporter.html,Lead Stories Fact-Check Fact Check: Tattooed Man Wearing Horns Storming The Capitol Is NOT Antifa/Pedophile -- He Is A QAnon/Trump Supporter | Lead Stories Is this man photographed storming the U.S. Capitol in fur and horns an antifa activist working to make supporters of...
2021-01-07 01:10:01,2,newsbreak.com,https://www.newsbreak.com,"newsbreak.com Woman shot by law enforcement inside Capitol building has died, NBC News reports | News Break (KGET) A woman shot by law enforcement as Trump supporters rushed inside the Capitol building Wednesday afternoon has died, according to NBC News. BREAKING: 1 person was shot this afternoon inside the U.S. Capitol building by a member of law enforcement as Trump supporters stormed the building, ..."
2021-01-07 04:16:57,2,npr.org,https://www.npr.org/2021/01/07/954234902/congress-certifies-biden-victory-after-pro-trump-rioters-storm-the-capitol,npr.org Congress Certifies Biden Victory After Pro-Trump Rioters Storm The Capitol Lawmakers returned to the Capitol after hours of chaos in which protesters forced their way into the building and abruptly halted Congress' tally of Electoral College votes.
2021-01-07 05:06:58,2,nypost.com,https://nypost.com/2021/01/06/protester-killed-in-capitol-was-air-force-vet-from-california/,"nypost.com Ashli Babbitt, protester killed at Capitol, was Air Force vet from California The President Trump supporterkilled in the Capitol building Wednesdaywas an Air Force vet from California who tweeted a day earlier how nothing will stop us and the"
2021-01-07 06:15:55,2,senate.gov,https://www.romney.senate.gov/romney-condemns-insurrection-us-capitol,"romney.senate.gov Romney Condemns Insurrection at U.S. Capitol Following are prepared remarks by Senator Mitt Romney (R-UT), who had previously planned to address his colleagues in todays Senate session:"
2021-01-07 20:44:07,2,dailywire.com,https://www.dailywire.com/news/msnbcs-reid-racist-cops-go-soft-on-capitol-rioters-because-theyre-white,"dailywire.com MSNBCs Reid: Racist Cops Go Soft On Capitol Rioters Because Theyre White On Wednesday, in the midst of the chaos and turmoil as rioters attacked the U.S. Capitol, (with one woman apparently having died from being shot), MSNBCs"
2021-01-08 00:10:44,2,rumble.com,https://rumble.com/vcj9fr-tucker-absolutely-exposes-media-for-double-standard-on-riots.html,"rumble.com Tucker Absolutely EVISCERATES Media for Double Standard on ""Riots"" It seems the left has changed its stance on riots seemingly overnight."
2021-01-08 00:13:20,2,nbcnews.com,https://www.nbcnews.com/news/us-news/woman-killed-capitol-was-trump-supporter-who-embraced-conspiracy-theories-n1253285,nbcnews.com Woman killed in Capitol was Trump supporter who embraced conspiracy theories Social media profiles connected to Ashli Babbitt were almost singularly focused on radical conservative topics and conspiracy theories.
2021-01-08 00:14:48,2,usatoday.com,https://www.usatoday.com/story/news/nation/2021/01/07/dc-riots-ashli-babbitt-killed-capitol-attack-military-veteran/6577488002/,"usatoday.com California woman killed during Capitol riot was a military veteran and staunch Trump supporter Ashli Babbitt, the woman shot while storming the nation's Capitol, was an Air Force veteran who posted extremist tweets in the days before her death"
